Item ID,Item meta,Has NBT,Display Name
52,60,false,Monster Spawner
52,61,false,Monster Spawner
52,62,false,Monster Spawner
52,64,false,Monster Spawner
52,65,false,Monster Spawner
52,66,false,Monster Spawner
52,91,false,Monster Spawner
52,92,false,Monster Spawner
52,93,false,Monster Spawner
52,94,false,Monster Spawner
52,95,false,Monster Spawner
52,96,false,Monster Spawner
52,97,false,Monster Spawner
52,98,false,Monster Spawner
52,99,false,Monster Spawner
52,100,false,Monster Spawner
52,120,false,Monster Spawner
52,219,false,Monster Spawner
53,0,false,Oak Wood Stairs
54,0,false,Chest
56,0,false,Diamond Ore
57,0,false,Block of Diamond
58,0,false,Crafting Table
60,0,false,Farmland
61,0,false,Furnace
65,0,false,Ladder
66,0,false,Track
67,0,false,Stone Stairs
69,0,false,Lever
70,0,false,Pressure Plate
72,0,false,Pressure Plate
73,0,false,Redstone Ore
76,0,false,Redstone Torch
77,0,false,Button
78,0,false,Snow
79,0,false,Ice
79,1,false,Ice (Unmelting)
80,0,false,Snow
81,0,false,Cactus
82,0,false,Clay
84,0,false,Jukebox
85,0,false,Fence
86,0,false,Pumpkin
87,0,false,Netherrack
88,0,false,Soul Sand
89,0,false,Glowstone
90,0,false,Portal
91,0,false,Jack o'Lantern
92,0,false,Cake
95,0,false,Locked chest
96,0,false,Trapdoor
97,0,false,Stone Monster Egg
97,1,false,Cobblestone Monster Egg
97,2,false,Stone Brick Monster Egg
98,0,false,Stone Bricks
98,1,false,Mossy Stone Bricks
98,2,false,Cracked Stone Bricks
98,3,false,Chiseled Stone Bricks
99,0,false,Mushroom
100,0,false,Mushroom
101,0,false,Iron Bars
102,0,false,Glass Pane
103,0,false,Melon
106,0,false,Vines
107,0,false,Fence Gate
108,0,false,Brick Stairs
109,0,false,Stone Brick Stairs
110,0,false,Mycelium
111,0,false,Lily Pad
112,0,false,Nether Brick
113,0,false,Nether Brick Fence
114,0,false,Nether Brick Stairs
116,0,false,Enchantment Table
119,0,false,Bones
120,0,false,End Portal
121,0,false,End Stone
122,0,false,Dragon Egg
123,0,false,Redstone Lamp
125,0,false,Oak Wood Slab
125,1,false,Spruce Wood Slab
125,2,false,Birch Wood Slab
125,3,false,Jungle Wood Slab
125,9,false,Oak Wood Slab
125,10,false,Oak Wood Slab
125,11,false,Oak Wood Slab
126,0,false,Oak Wood Slab
126,1,false,Spruce Wood Slab
126,2,false,Birch Wood Slab
126,3,false,Jungle Wood Slab
127,0,false,Cocoa
128,0,false,Sandstone Stairs
129,0,false,Emerald Ore
131,0,false,Tripwire Hook
133,0,false,Block of Emerald
134,0,false,Spruce Wood Stairs
135,0,false,Birch Wood Stairs
136,0,false,Jungle Wood Stairs
137,0,false,Command Block
138,0,false,Beacon
139,0,false,Cobblestone Wall
139,1,false,Mossy Cobblestone Wall
143,0,false,Button
145,0,false,Anvil
145,1,false,Slightly Damaged Anvil
145,2,false,Very Damaged Anvil
146,0,false,Trapped Chest
147,0,false,Weighted Pressure Plate (Light)
148,0,false,Weighted Pressure Plate (Heavy)
149,0,false,tile.comparator.name
150,0,false,tile.comparator.name
151,0,false,Daylight Sensor
152,0,false,Block of Redstone
153,0,false,Nether Quartz Ore
154,0,false,Hopper
155,0,false,Block of Quartz
155,1,false,Chiseled Quartz Block
155,2,false,Pillar Quartz Block
156,0,false,Quartz Stairs
157,0,false,Activator Track
158,0,false,Dropper
159,0,false,White Stained Clay
159,1,false,Orange Stained Clay
159,2,false,Magenta Stained Clay
159,3,false,Light Blue Stained Clay
159,4,false,Yellow Stained Clay
159,5,false,Lime Stained Clay
159,6,false,Pink Stained Clay
159,7,false,Gray Stained Clay
159,8,false,Light Gray Stained Clay
159,9,false,Cyan Stained Clay
159,10,false,Purple Stained Clay
159,11,false,Blue Stained Clay
159,12,false,Brown Stained Clay
159,13,false,Green Stained Clay
159,14,false,Red Stained Clay
159,15,false,Black Stained Clay
160,0,false,Mud
160,1,false,Quicksand
161,0,false,Dried Dirt
162,0,false,Red Rock
162,1,false,Red Rock Cobblestone
162,2,false,Red Rock Bricks
163,0,false,Ash Block
164,0,false,Ash Stone
165,0,false,Hardened Ice
166,0,false,Origin Grass Block
167,0,false,Hardened Sand
168,0,false,Hardened Dirt
169,0,false,Purified Grass Block
169,1,false,Smoldering Grass Block
170,0,false,Hay Bale
171,0,false,Carpet
171,1,false,Orange Carpet
171,2,false,Magenta Carpet
171,3,false,Light Blue Carpet
171,4,false,Yellow Carpet
171,5,false,Lime Carpet
171,6,false,Pink Carpet
171,7,false,Gray Carpet
171,8,false,Light Gray Carpet
171,9,false,Cyan Carpet
171,10,false,Purple Carpet
171,11,false,Blue Carpet
171,12,false,Brown Carpet
171,13,false,Green Carpet
171,14,false,Red Carpet
171,15,false,Black Carpet
172,0,false,Hardened Clay
173,0,false,Block of Coal
188,0,false,Rotary Macerator
188,1,false,Singularity Compressor
188,2,false,Centrifuge Extractor
241,0,false,Ender Chest
241,4096,false,Ender Tank
248,0,false,Red Rock
248,1,false,Red Cobblestone
248,2,false,Red Rock Brick
249,0,false,Cracked Sand
250,0,false,Long Grass Block
251,0,false,Crag Rock
252,0,false,Heat Sand
253,0,false,Tainted Soil
254,0,false,Skystone
254,1,false,Skystone Cobblestone
254,2,false,Skystone Bricks
255,0,false,Purified Dirt
256,0,false,Iron Shovel
257,0,false,Iron Pickaxe
258,0,false,Iron Axe
259,0,false,Flint and Steel
260,0,false,Apple
261,0,false,Bow
262,0,false,Arrow
263,0,false,Coal
263,1,false,Charcoal
264,0,false,Diamond
265,0,false,Iron Ingot
266,0,false,Gold Ingot
267,0,false,Iron Sword
268,0,false,Wooden Sword
269,0,false,Wooden Shovel
270,0,false,Wooden Pickaxe
271,0,false,Wooden Axe
272,0,false,Stone Sword
273,0,false,Stone Shovel
274,0,false,Stone Pickaxe
275,0,false,Stone Axe
276,0,false,Diamond Sword
277,0,false,Diamond Shovel
278,0,false,Diamond Pickaxe
279,0,false,Diamond Axe
280,0,false,Stick
281,0,false,Bowl
282,0,false,Mushroom Stew
283,0,false,Golden Sword
284,0,false,Golden Shovel
285,0,false,Golden Pickaxe
286,0,false,Golden Axe
287,0,false,String
288,0,false,Feather
289,0,false,Gunpowder
290,0,false,Wooden Hoe
291,0,false,Stone Hoe
292,0,false,Iron Hoe
293,0,false,Diamond Hoe
294,0,false,Golden Hoe
295,0,false,Seeds
296,0,false,Wheat
297,0,false,Bread
298,0,false,Leather Cap
299,0,false,Leather Tunic
300,0,false,Leather Pants
301,0,false,Leather Boots
302,0,false,Chain Helmet
303,0,false,Chain Chestplate
304,0,false,Chain Leggings
305,0,false,Chain Boots
306,0,false,Iron Helmet
307,0,false,Iron Chestplate
308,0,false,Iron Leggings
309,0,false,Iron Boots
310,0,false,Diamond Helmet
311,0,false,Diamond Chestplate
312,0,false,Diamond Leggings
313,0,false,Diamond Boots
314,0,false,Golden Helmet
315,0,false,Golden Chestplate
316,0,false,Golden Leggings
317,0,false,Golden Boots
318,0,false,Flint
319,0,false,Raw Porkchop
320,0,false,Cooked Porkchop
321,0,false,Painting
322,0,false,Golden Apple
323,0,false,Sign
324,0,false,Wooden Door
325,0,false,Bucket
326,0,false,Water Bucket
327,0,false,Lava Bucket
328,0,false,Minecart
329,0,false,Saddle
330,0,false,Iron Door
331,0,false,Redstone
332,0,false,Snowball
333,0,false,Boat
334,0,false,Leather
335,0,false,Milk Bucket
336,0,false,Brick
337,0,false,Clay
338,0,false,Sugar Canes
339,0,false,Paper
340,0,false,Book
341,0,false,Slimeball
342,0,false,Chest Cart
343,0,false,Furnace Cart
344,0,false,Egg
345,0,false,Compass
346,0,false,Fishing Rod
347,0,false,Clock
348,0,false,Glowstone Dust
349,0,false,Raw Fish
350,0,false,Cooked Fish
351,0,false,Ink Sac
351,1,false,Rose Red
351,2,false,Cactus Green
351,3,false,Cocoa Beans
351,4,false,Lapis Lazuli
351,5,false,Purple Dye
351,6,false,Cyan Dye
351,7,false,Light Gray Dye
351,8,false,Gray Dye
351,9,false,Pink Dye
351,10,false,Lime Dye
351,11,false,Dandelion Yellow
351,12,false,Light Blue Dye
351,13,false,Magenta Dye
351,14,false,Orange Dye
351,15,false,Bone Meal
352,0,false,Bone Sword
353,0,false,Sugar
354,0,false,Cake
355,0,false,Bed
356,0,false,Redstone Repeater
357,0,false,Cookie
358,0,false,Map #0
359,0,false,Shears
360,0,false,Melon
361,0,false,Pumpkin Seeds
362,0,false,Melon Seeds
363,0,false,Raw Beef
364,0,false,Steak
365,0,false,Raw Chicken
366,0,false,Cooked Chicken
367,0,false,Rotten Flesh
368,0,false,Ender Pearl
369,0,false,Blaze Rod
370,0,false,Ghast Tear
371,0,false,Gold Nugget
372,0,false,Nether Wart
373,0,false,Water Bottle
373,16,false,Awkward Potion
373,32,false,Thick Potion
373,64,false,Mundane Potion
373,8193,false,Potion of Regeneration
373,8194,false,Potion of Swiftness
373,8195,false,Potion of Fire Resistance
373,8196,false,Potion of Poison
373,8197,false,Potion of Healing
373,8198,false,Potion of Night Vision
373,8200,false,Potion of Weakness
373,8201,false,Potion of Strength
373,8202,false,Potion of Slowness
373,8204,false,Potion of Harming
373,8206,false,Potion of Invisibility
373,8225,false,Potion of Regeneration
373,8226,false,Potion of Swiftness
373,8228,false,Potion of Poison
373,8229,false,Potion of Healing
373,8231,false,Greater Mana Potion
373,8233,false,Potion of Strength
373,8235,false,Epic Mana Potion
373,8236,false,Potion of Harming
373,8237,false,Legendary Mana Potion
373,8257,false,Potion of Regeneration
373,8258,false,Potion of Swiftness
373,8259,false,Potion of Fire Resistance
373,8260,false,Potion of Poison
373,8262,false,Potion of Night Vision
373,8263,false,Greater Mana Potion
373,8264,false,Potion of Weakness
373,8265,false,Potion of Strength
373,8266,false,Potion of Slowness
373,8267,false,Epic Mana Potion
373,8269,false,Legendary Mana Potion
373,8270,false,Potion of Invisibility
373,16384,false,Mundane Potion
373,16385,false,Splash Potion of Regeneration
373,16386,false,Splash Potion of Swiftness
373,16387,false,Splash Potion of Fire Resistance
373,16388,false,Splash Potion of Poison
373,16389,false,Splash Potion of Healing
373,16390,false,Splash Potion of Night Vision
373,16392,false,Splash Potion of Weakness
373,16393,false,Splash Potion of Strength
373,16394,false,Splash Potion of Slowness
373,16396,false,Splash Potion of Harming
373,16398,false,Splash Potion of Invisibility
373,16417,false,Splash Potion of Regeneration
373,16418,false,Splash Potion of Swiftness
373,16420,false,Splash Potion of Poison
373,16421,false,Splash Potion of Healing
373,16423,false,Splash Greater Mana Potion
373,16425,false,Splash Potion of Strength
373,16427,false,Splash Epic Mana Potion
373,16428,false,Splash Potion of Harming
373,16429,false,Splash Legendary Mana Potion
373,16449,false,Splash Potion of Regeneration
373,16450,false,Splash Potion of Swiftness
373,16451,false,Splash Potion of Fire Resistance
373,16452,false,Splash Potion of Poison
373,16454,false,Splash Potion of Night Vision
373,16455,false,Splash Greater Mana Potion
373,16456,false,Splash Potion of Weakness
373,16457,false,Splash Potion of Strength
373,16458,false,Splash Potion of Slowness
373,16459,false,Splash Epic Mana Potion
373,16461,false,Splash Legendary Mana Potion
373,16462,false,Splash Potion of Invisibility
374,0,false,Glass Bottle
375,0,false,Spider Eye
376,0,false,Fermented Spider Eye
377,0,false,Blaze Powder
378,0,false,Magma Cream
379,0,false,Brewing Stand
380,0,false,Cauldron
381,0,false,Eye of Ender
382,0,false,Glistering Melon
383,50,false,Spawn Creeper
383,51,false,Spawn Skeleton
383,52,false,Spawn Spider
383,54,false,Spawn Zombie
383,55,false,Spawn Slime
383,56,false,Spawn Ghast
383,57,false,Spawn Zombie Pigman
383,58,false,Spawn Enderman
383,59,false,Spawn Cave Spider
383,60,false,Spawn Silverfish
383,61,false,Spawn Blaze
383,62,false,Spawn Magma Cube
383,65,false,Spawn Bat
383,66,false,Spawn Witch
383,90,false,Spawn Pig
383,91,false,Spawn Sheep
383,92,false,Spawn Cow
383,93,false,Spawn Chicken
383,94,false,Spawn Squid
383,95,false,Spawn Wolf
383,96,false,Spawn Mooshroom
383,97,false,Spawn Snow Golem
383,98,false,Spawn Ocelot
383,99,false,Spawn Iron Golem
383,100,false,Spawn Horse
383,120,false,Spawn Villager
383,301,false,Spawn Jungle Spider
383,302,false,Spawn Rosester
383,303,false,Spawn Glob
383,304,false,Spawn Phantom
384,0,false,Bottle o' Enchanting
385,0,false,Fire Charge
386,0,false,Book and Quill
387,0,false,Written Book
388,0,false,Emerald
389,0,false,Item Frame
390,0,false,Flower Pot
391,0,false,Carrot
392,0,false,Potato
393,0,false,Baked Potato
394,0,false,Poisonous Potato
395,0,false,Empty Map
396,0,false,Golden Carrot
397,0,false,Skeleton Skull
397,1,false,Wither Skeleton Skull
397,2,false,Zombie Head
397,3,false,Head
397,4,false,Creeper Head
398,0,false,Carrot on a Stick
399,0,false,Nether Star
400,0,false,Pumpkin Pie
401,0,false,Firework Rocket
402,0,false,Firework Star
403,0,false,Enchanted Book
404,0,false,Redstone Comparator
405,0,false,Nether Brick
406,0,false,Nether Quartz
407,0,false,TNT Cart
408,0,false,Minecart with Hopper
417,0,false,Iron Horse Armor
418,0,false,Gold Horse Armor
419,0,false,Diamond Horse Armor
420,0,false,Lead
421,0,false,Name Tag
450,0,false,Detector - Item
450,1,false,Detector - Any
450,2,false,Detector - Empty
450,3,false,Detector - Mob
450,4,false,Detector - Powered
450,5,false,Detector - Player
450,6,false,Detector - Explosive
450,7,false,Detector - Animal
450,8,false,Detector - Tank
450,9,false,Detector - Advanced
450,10,false,Detector - Energy
450,11,false,Detector - Age
450,12,false,Detector - Train
450,13,false,Detector - Sheep
450,14,false,Detector - Villager
450,15,false,Detector - Locomotive
450,16,false,Detector - Routing
451,0,false,World Anchor
451,1,false,Steam Turbine Housing
451,2,false,Personal Anchor
451,3,false,Steam Oven
451,4,false,Admin Anchor
451,5,false,Smoker
451,7,false,Coke Oven Brick
451,8,false,Rolling Machine
451,9,false,Manual Steam Trap
451,10,false,Automated Steam Trap
451,11,false,Feed Station
451,12,false,Blast Furnace Brick
451,13,false,Engraving Bench
451,14,false,Water Tank Siding
451,15,false,Rock Crusher
452,0,false,Iron Tank Wall
452,1,false,Iron Tank Gauge
452,2,false,Iron Tank Valve
452,3,false,Low Pressure Boiler Tank
452,4,false,High Pressure Boiler Tank
452,5,false,Solid Fueled Boiler Firebox
452,6,false,Liquid Fueled Boiler Firebox
452,7,false,Hobbyist's Steam Engine
452,8,false,Commercial Steam Engine
452,9,false,Industrial Steam Engine
452,10,false,Anchor Sentinel
452,11,false,Void Chest
452,13,false,Steel Tank Wall
452,14,false,Steel Tank Gauge
452,15,false,Steel Tank Valve
453,0,false,Item Loader
453,1,false,Item Unloader
453,2,false,Adv. Item Loader
453,3,false,Adv. Item Unloader
453,4,false,Liquid Loader
453,5,false,Liquid Unloader
453,6,false,Energy Loader
453,7,false,Energy Unloader
453,8,false,Cart Dispenser
453,9,false,Train Dispenser
454,0,false,Boarding Track
454,1,false,Holding Track
454,2,false,One-Way Track
454,3,false,Control Track
454,4,false,Launcher Track
454,5,false,Priming Track
454,6,false,Junction Track
454,7,false,Switch Track
454,8,false,Disembarking Track
454,9,false,Suspended Track
454,10,false,Gated One-Way Track
454,11,false,Gated Track
454,12,false,Wooden Track
454,13,false,Wooden Booster Track
454,14,false,Wooden Junction Track
454,15,false,Wooden Switch Track
454,16,false,H.S. Track
454,17,false,H.S. Booster Track
454,18,false,H.S. Transition Track
454,19,false,H.S. Switch Track
454,20,false,Train Boarding Track
454,21,false,Train Holding Track
454,22,false,Coupler Track
454,24,false,Reinforced Track
454,25,false,Reinforced Booster Track
454,26,false,Reinforced Junction Track
454,27,false,Reinforced Switch Track
454,28,false,Buffer Stop Track
454,29,false,Disposal Track
454,30,false,Directional Detector Track
454,31,false,Embarking Track
454,32,false,Wye Track
454,33,false,Wooden Wye Track
454,34,false,Reinforced Wye Track
454,35,false,H.S. Wye Track
454,36,false,Lockdown Track
454,37,false,Train Lockdown Track
454,38,false,Whistle Track
454,39,false,Locomotive Track
454,40,false,Limiter Track
454,41,false,Routing Track
455,0,false,Elevator Track
456,1,false,Dual-Head Block Signal
456,2,false,Switch Motor
456,3,false,Block Signal
456,4,false,Switch Lever
456,5,false,Routing Switch Motor
456,7,false,Signal Capacitor Box
456,8,false,Signal Receiver Box
456,9,false,Signal Controller Box
456,10,false,Distant Signal
456,11,false,Dual-Head Distant Signal
456,12,false,Signal Block Relay Box
457,0,false,Block of Coal Coke
457,1,false,Block of Concrete
457,2,false,Block of Steel
457,4,false,Crushed Obsidian
457,6,false,Abyssal Stone
457,7,false,Quarried Stone
458,0,false,Sulfur Ore
458,1,false,Saltpeter Ore
458,2,false,Dark Diamond Ore
458,3,false,Dark Emerald Ore
458,4,false,Dark Lapis Lazuli Ore
458,5,false,Firestone Ore
459,0,false,Wooden Post
459,1,false,Stone Post
459,2,false,Metal Post
460,0,false,Black Metal Post
460,1,false,Red Metal Post
460,2,false,Green Metal Post
460,3,false,Brown Metal Post
460,4,false,Blue Metal Post
460,5,false,Purple Metal Post
460,6,false,Cyan Metal Post
460,7,false,Light Gray Metal Post
460,8,false,Gray Metal Post
460,9,false,Pink Metal Post
460,10,false,Lime Metal Post
460,11,false,Yellow Metal Post
460,12,false,Light Blue Metal Post
460,13,false,Magenta Metal Post
460,14,false,Orange Metal Post
460,15,false,White Metal Post
461,0,false,Infernal Brick Wall
461,1,false,Sandy Brick Wall
461,2,false,Concrete Wall
461,3,false,Snow Wall
461,4,false,Ice Wall
461,5,false,Stone Brick Wall
461,6,false,Mossy Stone Brick Wall
461,7,false,Cracked Stone Brick Wall
461,8,false,Chiseled Stone Brick Wall
461,9,false,Nether Brick Wall
461,10,false,Brick Wall
461,11,false,Sandstone Wall
461,12,false,Chiseled Sandstone Wall
461,13,false,Smooth Sandstone Wall
461,14,false,Obsidian Wall
461,15,false,Frost Bound Brick Wall
461,16,false,Abyssal Brick Wall
462,0,false,Saltpeter Ore Spawner
463,0,false,Quartz Wall
463,1,false,Chiseled Quartz Wall
463,2,false,Iron Wall
463,3,false,Gold Wall
463,4,false,Diamond Wall
463,5,false,Abyssal Brick Wall
463,6,false,Quarried Brick Wall
463,7,false,Blood Stained Brick Wall
463,8,false,Bleached Bone Brick Wall
464,0,false,Sandy Brick Stairs
464,1,false,Infernal Brick Stairs
464,2,false,Concrete Stairs
464,3,false,Snow Stairs
464,4,false,Ice Stairs
464,5,false,Iron Stairs
464,6,false,Gold Stairs
464,7,false,Diamond Stairs
464,8,false,Frost Bound Brick Stairs
464,9,false,Quarried Brick Stairs
464,10,false,Bleached Bone Brick Stairs
464,11,false,Blood Stained Brick Stairs
464,12,false,Abyssal Brick Stairs
464,13,false,Fitted Sandy Stone Stairs
464,14,false,Fitted Infernal Stone Stairs
464,15,false,Fitted Frost Bound Stone Stairs
464,16,false,Fitted Quarried Stone Stairs
464,17,false,Fitted Bleached Bone Stone Stairs
464,18,false,Fitted Blood Stained Stone Stairs
464,19,false,Fitted Abyssal Stone Stairs
464,20,false,Fitted Nether Stone Stairs
464,21,false,Sandy Block Stairs
464,22,false,Infernal Block Stairs
464,23,false,Frost Bound Block Stairs
464,24,false,Quarried Block Stairs
464,25,false,Bleached Bone Block Stairs
464,26,false,Blood Stained Block Stairs
464,27,false,Abyssal Block Stairs
464,28,false,Nether Block Stairs
464,29,false,Sandy Cobble Stairs
464,30,false,Infernal Cobble Stairs
464,31,false,Frost Bound Cobble Stairs
464,32,false,Quarried Cobble Stairs
464,33,false,Bleached Bone Cobble Stairs
464,34,false,Blood Stained Cobble Stairs
464,35,false,Abyssal Cobble Stairs
464,36,false,Nether Cobble Stairs
465,0,false,Sandy Brick Slab
465,1,false,Infernal Brick Slab
465,2,false,Concrete Slab
465,3,false,Snow Slab
465,4,false,Ice Slab
465,5,false,Iron Slab
465,6,false,Gold Slab
465,7,false,Diamond Slab
465,8,false,Frost Bound Brick Slab
465,9,false,Quarried Brick Slab
465,10,false,Bleached Bone Brick Slab
465,11,false,Blood Stained Brick Slab
465,12,false,Abyssal Brick Slab
465,13,false,Fitted Sandy Stone Slab
465,14,false,Fitted Infernal Stone Slab
465,15,false,Fitted Frost Bound Stone Slab
465,16,false,Fitted Quarried Stone Slab
465,17,false,Fitted Bleached Bone Stone Slab
465,18,false,Fitted Blood Stained Stone Slab
465,19,false,Fitted Abyssal Stone Slab
465,20,false,Fitted Nether Stone Slab
465,21,false,Sandy Block Slab
465,22,false,Infernal Block Slab
465,23,false,Frost Bound Block Slab
465,24,false,Quarried Block Slab
465,25,false,Bleached Bone Block Slab
465,26,false,Blood Stained Block Slab
465,27,false,Abyssal Block Slab
465,28,false,Nether Block Slab
465,29,false,Sandy Cobble Slab
465,30,false,Infernal Cobble Slab
465,31,false,Frost Bound Cobble Slab
465,32,false,Quarried Cobble Slab
465,33,false,Bleached Bone Cobble Slab
465,34,false,Blood Stained Cobble Slab
465,35,false,Abyssal Cobble Slab
465,36,false,Nether Cobble Slab
466,0,false,Abyssal Brick
466,1,false,Fitted Abyssal Stone
466,2,false,Abyssal Block
466,3,false,Ornate Abyssal Stone
466,4,false,Etched Abyssal Stone
466,5,false,Abyssal Cobblestone
467,0,false,Infernal Brick
467,1,false,Fitted Infernal Stone
467,2,false,Infernal Block
467,3,false,Ornate Infernal Stone
467,4,false,Etched Infernal Stone
467,5,false,Infernal Cobblestone
468,0,false,Blood Stained Brick
468,1,false,Fitted Blood Stained Stone
468,2,false,Blood Stained Block
468,3,false,Ornate Blood Stained Stone
468,4,false,Etched Blood Stained Stone
468,5,false,Blood Stained Cobblestone
469,0,false,Sandy Brick
469,1,false,Fitted Sandy Stone
469,2,false,Sandy Block
469,3,false,Ornate Sandy Stone
469,4,false,Etched Sandy Stone
469,5,false,Sandy Cobblestone
470,0,false,Bleached Bone Brick
470,1,false,Fitted Bleached Bone Stone
470,2,false,Bleached Bone Block
470,3,false,Ornate Bleached Bone Stone
470,4,false,Etched Bleached Bone Stone
470,5,false,Bleached Bone Cobblestone
471,0,false,Quarried Brick
471,1,false,Fitted Quarried Stone
471,2,false,Quarried Block
471,3,false,Ornate Quarried Stone
471,4,false,Etched Quarried Stone
471,5,false,Quarried Cobblestone
472,0,false,Frost Bound Brick
472,1,false,Fitted Frost Bound Stone
472,2,false,Frost Bound Block
472,3,false,Ornate Frost Bound Stone
472,4,false,Etched Frost Bound Stone
472,5,false,Frost Bound Cobblestone
473,0,false,Residual Heat
474,0,false,Strengthened Glass
475,0,false,tile.railcraft.brick.nether.0.name
475,1,false,Fitted Nether Stone
475,2,false,Nether Block
475,3,false,Ornate Nether Stone
475,4,false,Etched Nether Stone
475,5,false,Nether Cobblestone
477,0,false,Recharging Firestone
490,0,false,Creosote
491,0,false,Steam
500,0,false,Architect Table
501,0,false,Assembly Table
501,1,false,Advanced Crafting Table
502,0,false,Auto Workbench
503,0,false,Blueprint Library
504,0,false,Builder
506,0,false,Redstone Engine
506,1,false,Stirling Engine
506,2,false,Combustion Engine
507,0,false,Filler
509,0,false,Chute
510,0,false,Laser
511,0,false,Land Mark
512,0,false,Mining Well
514,0,false,Oil
515,0,false,Path Marker
517,0,false,Pump
518,0,false,Quarry
519,0,false,Refinery
520,0,false,Tank
521,0,false,Alveary
521,1,false,tile.alveary.1
521,2,false,Swarmer
521,3,false,Alveary Fan
521,4,false,Alveary Heater
521,5,false,Alveary Hygroregulator
521,6,false,Alveary Stabiliser
521,7,false,Alveary Sieve
521,8,false,tile.alveary.8
521,9,false,tile.alveary.9
521,10,false,tile.alveary.10
521,11,false,tile.alveary.11
521,12,false,tile.alveary.12
521,13,false,tile.alveary.13
521,14,false,tile.alveary.14
521,15,false,tile.alveary.15
522,1,false,tile.beehives.1
522,2,false,tile.beehives.2
522,3,false,tile.beehives.3
522,4,false,tile.beehives.4
522,6,false,tile.beehives.6
522,7,false,tile.beehives.7
523,0,false,Candle
524,0,false,Electrical Engine
524,1,false,Peat-fired Engine
524,2,false,Biogas Engine
524,3,false,Bio Generator
524,4,false,Clockwork Engine
530,0,false,Thermionic Fabricator
530,1,false,Raintank
530,2,false,Worktable
532,0,false,Larch Wood Planks
532,1,false,Teak Wood Planks
532,2,false,Acacia Wood Planks
532,3,false,Lime Wood Planks
532,4,false,Chestnut Wood Planks
532,5,false,Wenge Wood Planks
532,6,false,Baobab Wood Planks
532,7,false,Sequoia Wood Planks
532,8,false,Kapok Wood Planks
532,9,false,Ebony Wood Planks
532,10,false,Mahogany Wood Planks
532,11,false,Balsa Wood Planks
532,12,false,Willow Wood Planks
532,13,false,Walnut Wood Planks
532,14,false,Greenheart Wood Planks
532,15,false,Cherry Wood Planks
534,0,false,tile.resources.0
534,1,false,tile.resources.1
534,2,false,tile.resources.2
536,0,false,Larch Wood Slab
